,num_samples,num_classes
94632502183352961,456,19
150546290791370702,456,19
2066407035816630,456,19
96085787692379210,456,19
96420395973280128,456,19
100029732564441766,456,19
206663618937411163,456,19
46352977059420843,456,19
24412669511977375,456,19
29850584050787861,456,19
386481570075839764,456,19
118317146044782592,456,19
29270475523112397,456,19
206187366575326766,456,19
15984392245871402,456,19
191454607807515433,456,19
88324213895758645,456,19
26144228081430321,456,19
4195626266793581,456,19
179531718081849480,456,19
177897324608758,456,19
7848657408045151,456,19
95981151491795328,456,19
12865669653850086,456,19
5681506125377287,456,19
2552331030042358,456,19
20824262599096898,456,19
7111396956531503,456,19
415726692805445278,456,19
23216711555843901,456,19
63375663385012313,456,19
354520234490891419,456,19
123290456614156432,456,19
16773090500213132,456,19
121762458255588202,456,19
10291967571138863,456,19
26300581749904451,456,19
124879030232869236,456,19
229136786285498655,456,19
208523736909530549,456,19
11322842975319120,456,19
310012052318901843,456,19
10435646960014419,456,19
29839652072324179,456,19
250050498225893433,456,19
23015399861133886,456,19
3041257484471558,456,19
102080910836505699,456,19
57138601495089425,456,19
11432922914215262,456,19
40994301710317071,456,19
17978800732359475,456,19
65541398356356067,456,19
125066765518490703,456,19
106323433484026506,456,19
13688029190574151,456,19
28056512105822864,456,19
67646309961070962,456,19
126121025326595780,456,19
69383195419785319,456,19
135928169144377120,456,19
30435874362552679,456,19
12860181206599429,456,19
121041346569761327,456,19
147896529283070794,456,19
128632951886487383,456,19
196996099371709521,456,19
101087987138267592,456,19
51198487152919621,456,19
881626050706053,456,19
23902269669855422,456,19
26506406067679689,456,19
5380262725741239,456,19
65059743554654468,456,19
2058583216026356,456,19
31026146583071442,456,19
88270067816039266,456,19
2483959696962249,456,19
12777744998454764,456,19
26692190244249315,456,19
960855866444095,456,19
103086283406927052,456,19
465084897249007066,456,19
27561595849752593,456,19
17249505180800595,456,19
96698923248274719,456,19
47128484853026796,456,19
73806691423520054,456,19
244873736748012212,456,19
7624716730609869,456,19
26651502078059767,456,19
45251878787222763,456,19
99700897847952278,456,19
153613306767029145,456,19
103112631330070842,456,19
370456837146222820,456,19
15723725363795697,456,19
28480293908880863,456,19
51732776956465181,456,19
248805706678587163,456,19
12720751092012178,456,19
58760767441896221,456,19
11918233197845660,456,19
17599136373908058,456,19
69767865889326348,456,19
247891385769741396,456,19
20680899311035713,456,19
224105236529199349,456,19
235383010996857036,456,19
50381597215130347,456,19
18036059077075873,456,19
123430005663565670,456,19
77827767794425027,456,19
47813800633677816,456,19
37115511014380519,456,19
149787809917755917,456,19
19592878060234507,456,19
38619734043598084,456,19
30412502445112312,456,19
52414423920055920,456,19
9368588806000764,456,19
2364920240859323,456,19
39471314228824333,456,19
79469878587979736,456,19
102672875446499054,456,19
412530461139492127,456,19
58841433141789890,456,19
5285004944378338,456,19
151498848771555866,456,19
89628814542896828,456,19
83607331823840349,456,19
24435463378957256,456,19
80295366988649419,456,19
30496706209943357,456,19
8317201995902714,456,19
7672552736060378,456,19
470948617882803,456,19
32387871664765797,456,19
770160359391866,456,19
36681853532596074,456,19
148366616275643583,456,19
144905291280516116,456,19
11916764516605722,456,19
22609574024798677,456,19
26916764372647243,456,19
5205151422707707,456,19
15468855619095816,456,19
69486573722688282,456,19
102028951010810560,456,19
20535816093723994,456,19
802025843238669,456,19
112594978711966665,456,19
71147265267871422,456,19
398673410718771418,456,19
2488136020324186,456,19
56374669477686907,456,19
43482251321679278,456,19
196906804184608658,456,19
21057657783006078,456,19
119676210675099591,456,19
17298923137498017,456,19
115924699403681710,456,19
13679597020714012,456,19
16350653119045442,456,19
119418553347786443,456,19
16298594771651265,456,19
19999224071748784,456,19
215132676561674196,456,19
187093119873340443,456,19
139557739866184,456,19
21360996112050266,456,19
15862488863492389,456,19
107153262547455731,456,19
2132344374513030,456,19
11133338625274520,456,19
14942572489032258,456,19
116985048369107438,456,19
147311303479773509,456,19
169929246927807988,456,19
155362124540563645,456,19
120469684702097121,456,19
183119388503328410,456,19
43102651017402636,480,20
83856679556373135,480,20
68178771710932667,480,20
6042644030773705,480,20
3358470016119951,480,20
32580925871205665,480,20
3152406689109886,480,20
32456687388326539,480,20
74854462075746895,480,20
2126590510499403,480,20
30546634823868828,480,20
7072299734531635,480,20
26867959471240006,480,20
44677678024231221,480,20
77562526150240907,480,20
16990081036897342,480,20
19776545015704319,480,20
78167436004585322,480,20
37814417582874050,480,20
67274458145732956,480,20
19734258129757852,480,20
109061831337630247,480,20
13704590894090667,480,20
18664494902754467,480,20
16005852960606739,480,20
63925578364071622,480,20
110829753268529565,480,20
15384221073880656,480,20
114636843489509168,480,20
2640692126730496,480,20
28510356123194628,480,20
55484648352919640,480,20
59339651681888990,480,20
38987162370573256,480,20
358491257192526931,480,20
241508387602149762,480,20
85422304277460496,480,20
22944729635481712,480,20
6030477208498148,480,20
126104963058832920,480,20
6973483024520722,480,20
15130788574560220,480,20
21490171352802622,480,20
15024487415810636,480,20
143196899842558235,480,20
5622877716060484,480,20
32694437302629505,480,20
241264768915134785,480,20
237097962571374617,480,20
396992845177262776,480,20
32598368813746199,480,20
69365021514515364,480,20
12781413311421024,480,20
100887952084393634,480,20
149545764501970622,480,20
24797272032687241,480,20
56300173573828317,480,20
30148190478517916,480,20
2315338317561661,480,20
15528783549141329,480,20
76526045062724924,480,20
321923333476870020,480,20
19642532315693170,480,20
23514253483739648,480,20
117835365972572702,480,20
119135814970028787,480,20
6771106515689182,480,20
107332322135357924,480,20
48583784949997821,480,20
60069745710694031,480,20
82915807243322064,480,20
136286845521393466,480,20
27296506895699382,480,20
107787332439716791,480,20
36131687486762301,480,20
123663731510956170,480,20
8850379871194441,480,20
176932880045354120,480,20
11405327406577444,480,20
36173872509908872,480,20
186274799187483722,480,20
21994715936870516,480,20
186397994440288,480,20
125662475326502659,480,20
22624195081714077,480,20
65364064594545789,480,20
14417228439156781,480,20
22437261834324336,480,20
19587853912901065,480,20
145307258452218487,480,20
160210994886161172,480,20
37494556068314253,480,20
293579176770542397,480,20
23059547142488366,480,20
31874329303906780,480,20
26231770948494385,480,20
26058071265426848,480,20
19454734844741851,480,20
10873819245857597,480,20
12557033154056405,480,20
31663648866603108,480,20
28666197876296576,480,20
12753287204153028,480,20
2885969436895604,480,20
13658524588603667,480,20
17571236806636034,480,20
128093207438845838,480,20
31981064665586528,480,20
15328002872825426,480,20
166145820698458938,480,20
24103045962798940,480,20
18194493335074437,480,20
13943586836833133,480,20
1285267236832008,480,20
108424010230952274,480,20
8091050978466116,480,20
12588100990189283,480,20
30310825084702672,480,20
123298788811676099,480,20
5216933040098168,480,20
31121424127998804,480,20
92032441347050297,480,20
25689747981431472,480,20
22889207105478516,480,20
60091768624957481,480,20
137163180643926778,480,20
126207219385312586,480,20
16308088952130623,480,20
5552716763025612,480,20
17402561272464670,480,20
9853242208966440,480,20
10444281611670043,480,20
114328720135606586,480,20
15500255639223772,480,20
117194335278895554,480,20
14357439987254598,480,20
42457907702524562,480,20
1871245184243617,480,20
27766132020915843,480,20
2080701514822798,480,20
25109842666519743,480,20
7956523314022411,480,20
482764567026054416,480,20
13303160757296213,480,20
254801367881343837,480,20
56140636270420379,480,20
210331987518147940,480,20
18314902710713344,480,20
95512519654497018,480,20
1415411296200471,480,20
23386265841660406,480,20
241064563505848707,480,20
22548034337754398,480,20
21158525401668344,480,20
34145768745806493,480,20
78339338719240020,480,20
59506003050623248,480,20
6141873845651459,480,20
45305868213106365,480,20
30322651111522301,480,20
253581779444335194,480,20
5352356729644242,480,20
268757762310599744,480,20
22290365538822533,480,20
300634126133123072,480,20
2486270218177193,480,20
69596322314629443,480,20
4872757201458781,480,20
82520585156020906,480,20
66821770648976686,480,20
269640227880141387,480,20
13810956938465437,480,20
48575852746827675,480,20
34595852354401889,480,20
10596501979986228,480,20
37111965102124206,480,20
31167286433508213,480,20
27243532818143411,480,20
28371141596715210,480,20
201657290188883208,480,20
19287303902668910,480,20
3392601527502794,480,20
18299731055767984,480,20
128916837892190356,480,20
84923077963392201,480,20
75553496727431483,480,20
21097764613996102,480,20
9526646242167828,480,20
11791821526949211,480,20
161227780652150958,480,20
244379989709339839,480,20
24120020204660685,480,20
15519313345666320,480,20
115490283543948307,480,20
118513739716334455,480,20
2246011045444581,480,20
28515177146730397,480,20
50385622341694686,480,20
50985307720614637,480,20
28565421524793740,480,20
11545992728329198,480,20
307141457009612874,480,20
55172976292644036,480,20
42454065400306112,480,20
73616485482405163,480,20
240138789864894,480,20
7048280970098685,480,20
56099791406409245,480,20
96315874027606582,480,20
74566742483544398,480,20
13345042661151142,480,20
18613646512052170,480,20
47671667209645340,480,20
47928617645268502,480,20
17230584611058182,480,20
5090792471393797,480,20
60350285173644913,480,20
116558956500811568,480,20
171835462255803111,480,20
80068678970391445,480,20
41614466936110860,480,20
83344431866999977,480,20
3919573541365413,480,20
365895900698544734,480,20
150355582388317504,480,20
23984665181946168,480,20
573706549434390427,480,20
51582823448768867,480,20
34506287077479446,480,20
20406565136612835,480,20
2970901310379708,480,20
23887165898639638,480,20
54880969249800200,480,20
9077880390481962,480,20
63416518279673207,480,20
12552456758519359,480,20
25920814191047330,480,20
95150324003394595,480,20
98465150714320549,480,20
4215211895512291,480,20
55400952400464491,480,20
25050722616069637,480,20
15069690256275093,480,20
20739318234035854,480,20
21817120429766189,480,20
202005674700140811,480,20
3846578207056098,480,20
59808390614465418,480,20
9812195336263721,480,20
183264413944230661,480,20
82787187171901600,480,20
34155268413241162,480,20
110678950252621212,480,20
58710833885071899,480,20
22344806239226133,480,20
199027061188068093,480,20
124148415000946905,480,20
81144166814240167,480,20
59684164416105070,480,20
27471106066666771,480,20
82113324177777636,480,20
90509371884713182,480,20
84719734757081249,480,20
481788030598064,480,20
1614390228356610,480,20
17667928284844883,480,20
112823368519789256,480,20
12744510292786618,480,20
1586662949147288,480,20
106617086874090641,480,20
19795483947325270,480,20
129313285282511446,480,20
17136368690286146,480,20
14116917720576864,480,20
120149209610244516,480,20
18834167845884698,480,20
10648293635965490,480,20
18281108955665789,480,20
11365653322449342,480,20
10521452353778215,480,20
211387602870735268,480,20
16308906185786248,480,20
103971635892537307,480,20
27356381315155821,480,20
11793054940059187,480,20
30531669707919614,480,20
313098402803140905,480,20
63919324728549224,480,20
41347193183415168,480,20
80349147021528360,480,20
116967584400112995,480,20
255275862981737855,480,20
2196929350348093,480,20
100940050872493384,480,20
75834640657311149,480,20
30670532175791909,480,20
28122798259691090,480,20
110221533437268957,480,20
279881315131776318,480,20
43463259799746463,480,20
18401158072748767,480,20
126497677192022079,480,20
21235432152417642,480,20
4527538016790805,480,20
118202278518970531,480,20
396278224139626596,480,20
132399194296637016,480,20
27245515114777582,480,20
126752470123310166,480,20
40811792990020209,480,20
157201432311082829,480,20
11053974974908328,480,20
9790362284526906,480,20
76746421246844908,480,20
11673079087840107,480,20
76027244875774825,480,20
18646699321657363,480,20
3605374502875865,480,20
95050594729282770,480,20
3425544400626997,480,20
954570730830666,480,20
54813829861439682,480,20
6396729984672207,480,20
45240668986546376,480,20
28422201016422246,480,20
26836462310749491,480,20
27731301671103652,480,20
20799735820180695,480,20
305405043422986056,480,20
18283922906093057,480,20
22350500205230129,480,20
189758163572040442,480,20
155348181567255519,480,20
93224182005959264,480,20
72700493922639673,480,20
289917922534346,480,20
125417535495947036,480,20
246953530338549581,480,20
15468185944772112,480,20
94450174052481134,480,20
20533624987700,480,20
46232561829016748,480,20
23420192128314972,480,20
64660965877563326,480,20
129728200154669745,480,20
25556110072078979,480,20
109152929214543065,480,20
87780176319590136,480,20
196385952880223181,480,20
50069624994383957,480,20
14963590372227763,480,20
2171258959018548,480,20
23630317961544405,480,20
13721770607468351,480,20
3246460296816682,480,20
5348197635740305,480,20
27792564477692588,480,20
8683183987525,480,20
41706135700222529,480,20
7150474546516968,480,20
88518266515434900,480,20
18272964474918129,480,20
66270634524669071,480,20
6815269899129053,480,20
196346155941102006,480,20
58375530118461571,480,20
96388578448889670,480,20
26661062099382667,480,20
3989434943256036,480,20
228650860523077528,480,20
336510845926167,480,20
16983256456775261,480,20
91658440275505096,480,20
26840291921586540,480,20
118664400052101732,480,20
106668003470081882,480,20
1556821070956858,480,20
23536444469074171,480,20
10658253822757689,480,20
225777071246954635,480,20
25060259942704658,480,20
1829521431496828,480,20
30898826979970525,480,20
131846329016954082,480,20
24980573403349259,480,20
17556818791547083,480,20
17259162626806716,480,20
182872357261951560,480,20
172341533832278299,480,20
13999232475462325,480,20
2309456710516597,480,20
139876851184723572,480,20
25847044012692982,480,20
15402745512315666,480,20
36231290221789275,480,20
378353532885800065,480,20
11827633987821006,480,20
22260156008594735,480,20
3125940099335835,480,20
104778511311061699,480,20
52542442393888564,480,20
146400172374950739,480,20
74034574689518464,480,20
470847381033376441,480,20
233817705245673514,480,20
23185201363171881,480,20
21589634270152716,480,20
39662661295206443,480,20
342787727760628820,480,20
181103140596802873,480,20
36991546207362457,480,20
328485556006031910,480,20
68899181392472384,480,20
6892646922436484,480,20
29548055329637137,480,20
22776257528930937,480,20
271073376657843110,480,20
32356510210847755,480,20
51101912705921031,480,20
23660831334510684,480,20
45862838550958417,480,20
9772441120946061,480,20
6234800097498428,480,20
13465889705719515,480,20
16278538007978547,480,20
1829036023968240,480,20
270648790229973773,480,20
25826741153946787,480,20
90715529052257128,480,20
52453072374661979,480,20
36738969137175122,480,20
2688998167858874,480,20
80711150765224812,480,20
445286837244854185,480,20
105323348556990821,480,20
30698110754144529,480,20
125240999126725558,480,20
3869652437099790,480,20
32051340343840801,480,20
32620720111138048,480,20
9258725305092063,480,20
3182414522498920,480,20
67759274354544885,480,20
34511235602745883,480,20
74196432316722288,480,20
4452557353542680,480,20
27976839943195275,480,20
3898753541431943,480,20
17469152928343083,480,20
37580548006237543,480,20
27080385433066701,480,20
25895028765517978,480,20
433669737332085560,480,20
23401961415260037,480,20
10197700021494948,480,20
381493949191650712,480,20
30259194691045397,480,20
25944807207727868,480,20
33688972691200580,480,20
127732940607572844,480,20
178543364392337208,480,20
47068812108577155,480,20
4257637317487922,480,20
125059899557650155,480,20
119217405259963154,480,20
19484292761653960,480,20
49994357626547664,480,20
27451418226207491,480,20
56356091166019760,480,20
90675183557375433,480,20
464270927504292938,480,20
47463833430637910,480,20
23341046220400842,480,20
24675034683227090,480,20
138048612464236,480,20
570530136938001560,480,20
15505440438418556,480,20
1921359959098771,480,20
50258570204686447,480,20
103438025302751202,480,20
3681317793229069,480,20
92844865718791584,480,20
21187891703219532,480,20
126103699948485261,480,20
23215244944448865,480,20
43691041733725496,480,20
13302518342445925,480,20
501152346741297370,480,20
81409117266836408,480,20
107145035354724139,480,20
64181261054650496,480,20
464295061789814470,480,20
22119222101137248,480,20
16148673305787955,480,20
34160827231363287,480,20
17706142768790058,480,20
14703788223984855,480,20
7781816029945675,480,20
20982625823614529,480,20
42832018287346699,480,20
35826666160905372,480,20
78029982548652122,480,20
32339440503171524,480,20
7938124006611134,480,20
604837125546230,480,20
20680461251182136,480,20
1345696003752325,480,20
75607866895731250,480,20
76998891401558716,480,20
63266422161657550,480,20
52334763594381223,480,20
1646821638764930,480,20
111845005384147592,480,20
250371626940787063,480,20
11860256017998200,480,20
13139925465258794,480,20
5598048763855208,480,20
45411264064909633,480,20
75799897936596973,480,20
105862515975143753,480,20
55937429806747338,480,20
2330016189511376,480,20
271690050820052864,480,20
3716886709408006,480,20
71927057902250485,480,20
1479643819284312,480,20
2419872122082361,480,20
27332482290893057,480,20
25565411474223279,480,20
77992478909703216,480,20
10847634834772754,480,20
46522217026715327,480,20
73142236217159489,480,20
70417773291676826,480,20
67315992138822248,480,20
173855265866606185,480,20
11679503186182648,480,20
104922372595768470,480,20
103949521431688234,480,20
13195822199918941,480,20
21121908890016849,480,20
185982272951945804,480,20
219395155497951485,480,20
12991767488321026,480,20
1700494221690642,480,20
15265209852951989,480,20
14499376149077395,480,20
15691478075536693,480,20
206101239516316090,480,20
88973669170742941,480,20
168205190562271,480,20
3281454981442040,480,20
66742162259572113,480,20
165150108877270263,480,20
12500697361429908,480,20
43247813467691712,480,20
109954661905276925,480,20
70175734501859226,480,20
1956694281521745,480,20
111826919517727942,480,20
66736355506482628,480,20
44716154591016569,480,20
26651148539618443,480,20
244283848289971831,480,20
128027116531237956,480,20
40031922202068494,480,20
30306242527099878,480,20
100626472494211759,480,20
140509296032617347,480,20
54591674392226694,480,20
40303469375019181,480,20
11227256949817701,480,20
8052368685602729,480,20
41082353354223495,480,20
56925506786091598,480,20
29879454146753729,480,20
10071359665062552,480,20
174870013171531630,480,20
47755714743381957,480,20
7687226712481520,480,20
835276435895757,480,20
5531748169861854,480,20
181892752342914,480,20
3229458362009649,480,20
94483166617989469,480,20
247303798879430989,480,20
24984143103794181,480,20
68829995792481333,480,20
28659296121668434,480,20
54925078319779770,480,20
110181972889870060,480,20
25865946411110381,480,20
22478678009541494,480,20
94805408379731060,480,20
40013232687724386,480,20
37835055118745014,480,20
3396885339914065,480,20
7575362671253788,480,20
157580165710831944,480,20
144114710954275290,480,20
130332118041166918,480,20
58222479987890054,480,20
312390878972314935,480,20
12841147725365932,480,20
58411543984643402,480,20
10603549750818402,480,20
28023954434533677,480,20
126147339984128691,480,20
531912696297718160,480,20
57785292533547190,480,20
5461602485060179,480,20
14162952546243805,480,20
26281030693716925,480,20
12397328204982744,480,20
3774120849593255,480,20
322489983867005345,480,20
47698431919606157,480,20
29177259203137556,480,20
24083455351752267,480,20
29253845871751581,480,20
355314262340515682,480,20
402883784452343454,480,20
266228471222929887,480,20
26688447603913208,480,20
25907731262211609,480,20
260497850836070575,480,20
681028884385800,480,20
315238406500617,480,20
199067634787734,480,20
90962518033444258,480,20
4941250728763852,480,20
58466719910718386,480,20
3498673763056888,480,20
22776378497430827,480,20
68588037958958714,480,20
1291112007195922,480,20
118437315982127966,480,20
65734611163545093,480,20
34272696510181027,480,20
275758020983319,480,20
18676040044642067,480,20
74943031875769764,480,20
61554123636619778,480,20
17494793974918660,480,20
25439001387444073,480,20
250336703960059745,480,20
19770555074994981,480,20
34132303952268822,480,20
15540782809318881,480,20
114609163361744668,480,20
231766802678270604,480,20
19915205577799366,480,20
20210393031739004,480,20
30563424684851210,480,20
168230727249729256,480,20
19625137550765066,480,20
31382122288508042,480,20
15207554150554722,480,20
154332231865425247,480,20
11856920394107292,480,20
18327133342823766,480,20
25730882664757801,480,20
103757664125467986,480,20
127446048469795538,480,20
132389104975452,480,20
26115637226692781,480,20
220435756661989558,480,20
26946514593266325,480,20
15730624009691398,480,20
30251766661050744,480,20
149868142075069031,480,20
107738083939125026,480,20
5541371083581523,480,20
163023641776119118,480,20
120251199701174569,480,20
35697374877895984,480,20
106721600144064812,480,20
54247121881672647,480,20
236601681873256549,480,20
2375655935858892,480,20
89320696820636646,480,20
123618489074434399,480,20
278990245220917434,480,20
52460826435239191,480,20
75887987666709676,480,20
23425003139792979,480,20
5097478763150069,480,20
12521235650401806,480,20
77493344861381933,480,20
3382980088992375,480,20
26219757382018097,480,20
113658315417418155,480,20
92571089524444324,480,20
11870898189545085,480,20
31176471360386845,480,20
120869110065901838,480,20
23268193201495791,480,20
110085512133077484,480,20
113505272314853086,480,20
238949625961038656,480,20
103882689945536908,480,20
19356670958870936,480,20
51238883216006488,480,20
3014763066141845,480,20
18160921469678621,480,20
40124369755757508,480,20
122824402616471330,480,20
121082145108945436,480,20
49046910457405710,480,20
302240512645094605,480,20
68871843709557684,480,20
41765343395458348,480,20
1561231533001225,480,20
86473704816994662,480,20
14141915618957917,480,20
14239638248980563,480,20
3068274433562104,480,20
29334626090030724,480,20
39413517828162516,480,20
34209136015179414,480,20
26321788145417041,480,20
109480700192437077,480,20
11684105360681380,480,20
12363398077804844,480,20
4967272255570848,480,20
22021892525142783,480,20
101851542424649419,480,20
78771714958379426,480,20
4117259502165032,480,20
204127198949135048,480,20
56988575187550854,480,20
26733353591589042,480,20
20999683176835358,480,20
61367758194932939,480,20
33099839602351588,480,20
31563549768659266,480,20
2600545390274895,480,20
66310453722232995,480,20
220414408189827698,480,20
55799664983521418,480,20
38422931378285530,480,20
195001600803064430,480,20
63748387339090370,480,20
118255342906183087,480,20
422991825777689196,480,20
280555718396509147,480,20
503037594423730732,480,20
84546384238861058,480,20
19082147477399886,480,20
53697967992442473,480,20
14292024152161631,480,20
2222765870115756,480,20
1735503863253474,480,20
333900514147484198,480,20
132267954006930885,480,20
25981402863801998,480,20
10814221945484901,480,20
8638989444747271,480,20
3959120806547796,480,20
32778047775036943,480,20
56584336892232260,480,20
96211556534622566,480,20
20548244457797113,480,20
5791497152754841,480,20
3327623977913017,480,20
90016003941340754,480,20
108565380521098573,480,20
17894908535094027,480,20
24046341449532993,480,20
15849716461423022,480,20
53449701139513885,480,20
19092829353023540,480,20
75621203572353365,480,20
262682616570860694,480,20
5657756032925918,480,20
25260231343762656,480,20
203925871693940771,480,20
24400883422078232,480,20
36025351270209154,480,20
12377376204224566,480,20
196821270474532043,480,20
83491851356663054,480,20
3171219857775368,480,20
22619966502914834,480,20
3949479317322187,480,20
49328003645066931,480,20
457695002391431506,480,20
7187102771464732,480,20
5298290374891000,480,20
12142342621209143,480,20
303419672454776338,480,20
31142736744446559,480,20
4941621624286422,480,20
54129606238217829,480,20
63872397126654813,480,20
13108114657436946,480,20
169766463006897063,480,20
12006378341487802,480,20
37418444871890029,480,20
73874765003703164,480,20
1246311311690253,480,20
50329083933017023,480,20
18297672483664192,480,20
44385251958666364,480,20
13600911880282259,480,20
2596531855486014,480,20
344332277693748423,480,20
369923323893414681,480,20
13526362228923975,480,20
9357466563766283,480,20
5540662603769116,480,20
128933197131426218,480,20
30985156749081209,480,20
3027208708147824,480,20
101792052567363308,480,20
16339323456390270,480,20
128447083418117885,480,20
19056264825798545,480,20
106834370596084877,480,20
157579158371502739,480,20
15307167652903644,480,20
183079032113824013,480,20
15669584595869670,480,20
174200837273365514,480,20
20416246119791678,480,20
14184377863729926,480,20
1856374975058620,480,20
175377605453504682,480,20
14780802735083808,480,20
121540640286959234,480,20
127527934865524117,480,20
266763266168119094,480,20
19633290347345823,480,20
89232770141202013,480,20
9124865029173246,480,20
75969779107127090,480,20
26235997593807704,480,20
24601568503875642,480,20
2209599747700868,480,20
407903935900330968,480,20
14919800567277964,480,20
368633007224304038,480,20
504808132036521443,480,20
125840237236772948,480,20
95074160966369683,480,20
11842525431813255,480,20
59342525506062087,480,20
24449925412436985,480,20
20814058693946002,480,20
31794164213379487,480,20
85532013881345289,480,20
95524231083370183,480,20
13568493280987903,480,20
108233991511999785,480,20
25275129116641149,480,20
78781058459112705,480,20
27356937323525534,480,20
101233308578836232,480,20
73649790833406777,480,20
1326924280456496,480,20
8137136329313454,480,20
33065502740252645,480,20
2515481008951843,480,20
3387498816594495,480,20
15417762611869193,480,20
127006619794323531,480,20
259813727532660656,480,20
36874749311873648,480,20
85796778381269212,480,20
46050820732658088,480,20
37008095993439164,480,20
32046939977755054,480,20
57398686739932263,480,20
292479192035866589,480,20
8468530412558281,480,20
37883392571597870,480,20
283626552991709925,480,20
63268443305095227,480,20
315161704217222781,480,20
189089982122096190,480,20
65618641475905432,480,20
25501109072636075,480,20
108547782862468051,480,20
68637627863045903,480,20
2305115254180530,480,20
136170080607925733,480,20
27320198214311437,480,20
84334393164184351,480,20
96465819038405424,480,20
9470005907426154,480,20
108226582431846122,480,20
119980612962228576,480,20
21830129636636210,480,20
181497849419553,480,20
21784223980266508,480,20
134399374360799457,480,20
7537305467796953,480,20
7266830358806140,480,20
69126407489670420,480,20
35153315462313203,480,20
110019661071680676,480,20
57832084841491769,480,20
13968592204997834,480,20
30121151107054111,480,20
159797515847030473,480,20
4755400013681016,480,20
91530720598035822,480,20
8462293298376642,480,20
1382233715545378,480,20
339541535011324151,480,20
14945901274799363,480,20
27266698774342326,480,20
8850743672442700,480,20
1096731605731916,480,20
31702574892893767,480,20
19800575301913993,480,20
103762163637551111,480,20
18029256409173000,480,20
125582853200226755,480,20
25837023010796614,480,20
17350068813906844,480,20
10772811558774956,480,20
169170361930238869,480,20
107685962876802479,480,20
140695233224255820,480,20
11437579743979902,480,20
30042547983856591,480,20
129098261958843519,480,20
10497092407305044,480,20
124393019254282309,480,20
15380419341653640,480,20
135429260852966077,480,20
13591551798428484,480,20
14817078620528190,480,20
31351158122147526,480,20
106889540929665273,480,20
20855373454355358,480,20
6913252775330540,480,20
103152529389850652,480,20
4036579317077151,480,20
126360731122737740,480,20
122815300331915483,480,20
32206082199310536,480,20
15443948847373346,480,20
50665966885661598,480,20
94568362261586054,480,20
30452347030565802,480,20
21272604968737694,480,20
114461281736708561,480,20
