,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,opt_betas,data_augmentation,auto_augment
354277794045120,False,16,0.01,10.0,4.0,0.5,0.0,0.1,0.01,0.2,,False,0.001,0.4,0.0,convnext_small_384_in22ft1k,0.0,momentum,2,0.2,8,2,plateau,0.05,0.01,False,10,0.0,0.1,,none,
633337100595043027,True,16,0.0,,0.5,0.5,10.0,0.5,0.0001,0.3,0.75,True,0.01,0.2,0.0,edgenext_small,0.99,momentum,10,0.0,17,3,multistep,0.05,0.1,False,0,0.0,0.01,,random_augment,
14844155405378199,True,256,0.01,1.0,1.0,0.1,0.0,0.1,0.0001,0.0,0.75,False,5e-05,4.0,1.0,mobilevit_xxs,0.9,sgd,10,0.4,8,2,cosine,0.05,0.1,True,10,1e-05,1e-05,,auto_augment,v0
13558711426352205,True,256,0.0,1.0,0.0,4.0,0.0,0.1,0.0,0.1,0.75,True,0.005,0.4,0.25,edgenext_xx_small,0.9,adamp,10,0.0,8,2,cosine,0.1,0.01,False,0,0.0,1e-05,"(0.0, 0.99)",none,
25824567055004968,False,8,0.01,1.0,0.5,0.0,0.0,0.1,0.1,0.0,0.65,False,0.001,2.0,0.25,tf_efficientnet_b6_ns,0.8,momentum,2,0.8,8,2,plateau,0.0,0.0001,False,5,0.0,0.01,,none,
10466724769439820,False,16,0.01,1.0,0.5,0.0,0.0,0.1,0.01,0.4,0.75,False,0.001,2.0,0.25,xcit_nano_12_p8_384_dist,0.9,adam,2,0.8,8,2,plateau,0.05,0.001,True,0,1e-05,0.01,"(0.0, 0.99)",none,
6592095616291363,True,2,0.1,,1.0,0.1,0.0,0.1,0.01,0.4,0.65,True,0.0001,1.0,0.75,edgenext_small,0.9,sgd,10,1.0,8,2,cosine,0.05,0.1,True,5,1e-05,1e-05,,none,
30809488082196213,True,32,0.01,,0.0,0.25,20.0,0.5,0.0,0.1,,True,0.01,0.2,1.0,edgenext_xx_small,0.9,sgd,10,0.8,8,2,multistep,0.05,0.01,False,5,1e-05,1e-05,,trivial_augment,
2641337115308844,False,16,0.0001,1.0,4.0,0.5,0.0,0.1,0.001,0.2,0.75,False,0.01,0.4,0.25,beit_base_patch16_384,0.9,sgd,10,1.0,8,2,cosine,0.0,0.0001,True,10,1e-05,0.01,,none,
114512235838237494,False,2,0.01,,1.0,0.1,0.0,0.1,0.1,0.4,0.75,False,1e-05,2.0,0.25,convnext_small_384_in22ft1k,0.99,momentum,10,0.8,8,2,cosine,0.1,0.001,False,5,1e-05,0.1,,auto_augment,original
2050450277330611,True,2,0.0,10.0,4.0,4.0,0.0,0.1,0.0001,0.1,0.65,False,0.0001,1.0,0.75,mobilevit_xxs,0.0,momentum,10,0.0,8,2,cosine,0.1,0.0001,True,5,1e-06,0.01,,trivial_augment,
66501793078027778,False,4,0.001,10.0,2.0,1.0,0.0,0.1,0.0,0.2,0.65,False,1e-05,0.0,0.0,edgenext_x_small,0.9,adamw,2,0.2,8,2,plateau,0.05,0.001,False,10,0.0,0.01,"(0.9, 0.99)",auto_augment,original
29465759772095231,True,16,0.0,10.0,1.0,4.0,0.0,0.1,0.01,0.2,,False,0.0005,1.0,0.25,xcit_tiny_12_p8_384_dist,0.95,momentum,10,0.2,8,2,cosine,0.0,0.1,False,5,1e-05,0.0001,,none,
174820250417561322,False,16,0.001,10.0,0.0,2.0,20.0,0.5,0.0,0.4,0.75,False,5e-05,0.4,0.0,xcit_nano_12_p8_384_dist,0.8,momentum,10,0.4,8,2,step,0.05,0.001,False,5,1e-06,0.0001,,none,
72443077540021824,False,16,0.0001,1.0,2.0,0.1,0.0,0.1,0.1,0.0,0.75,False,0.005,8.0,0.75,edgenext_x_small,0.9,adamw,2,0.4,8,2,plateau,0.05,0.01,True,10,1e-06,0.0,"(0.9, 0.99)",auto_augment,original
68290142098505099,True,4,0.01,1.0,0.0,4.0,10.0,0.1,0.01,0.1,0.65,False,0.001,1.0,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,adamp,10,0.2,8,2,step,0.1,0.0001,False,10,1e-06,0.001,"(0.9, 0.99)",trivial_augment,
13305342086601771,True,4,0.0001,10.0,0.5,4.0,20.0,0.1,0.1,0.3,0.65,False,0.01,0.2,0.75,beit_base_patch16_384,0.9,sgd,10,1.0,8,2,step,0.1,0.0001,True,5,1e-05,0.0001,,none,
74079671231346748,False,8,0.1,1.0,0.5,2.0,0.0,0.1,0.1,0.0,,False,0.005,4.0,0.75,tf_efficientnet_b6_ns,0.9,adam,10,0.8,8,2,cosine,0.1,0.001,True,5,1e-05,0.1,"(0.0, 0.999)",none,
70749449694739794,False,16,0.1,1.0,0.5,1.0,0.0,0.1,0.001,0.0,,False,5e-05,2.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.0,8,2,cosine,0.1,0.0,True,0,1e-06,1e-05,"(0.9, 0.99)",auto_augment,original
37141276630978882,False,64,0.1,,0.0,0.0,0.0,0.1,0.0001,0.4,,True,0.0001,0.4,0.75,mobilevit_xs,0.9,adamw,5,0.2,8,2,plateau,0.05,0.0,True,5,1e-06,0.0001,"(0.9, 0.999)",none,
190985551717595964,False,16,0.0001,1.0,0.0,0.25,0.0,0.1,0.0001,0.3,0.75,False,0.005,1.0,0.25,xcit_tiny_24_p8_384_dist,0.9,adamp,5,0.6,8,2,plateau,0.1,0.1,True,0,1e-06,0.0001,"(0.0, 0.999)",auto_augment,original
10756370418534903,True,4,0.0,10.0,0.5,1.0,0.0,0.1,0.001,0.1,0.65,False,5e-05,8.0,1.0,volo_d1_384,0.9,sgd,5,0.4,8,2,plateau,0.1,0.0001,True,10,1e-05,0.01,,trivial_augment,
100424508155347626,False,2,0.001,10.0,2.0,4.0,0.0,0.1,0.001,0.1,,True,5e-05,4.0,1.0,mobilevit_xxs,0.9,adamw,10,0.6,17,3,cosine,0.1,0.01,False,0,1e-06,0.001,"(0.9, 0.999)",random_augment,
20056787023477519,True,2,0.0001,,0.0,2.0,10.0,0.1,0.01,0.1,0.65,True,5e-05,0.4,0.25,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.0,8,2,multistep,0.1,0.0001,True,5,1e-05,0.001,,auto_augment,original
330294894787241383,True,16,0.0,,0.5,1.0,10.0,0.1,0.0001,0.1,0.65,False,0.0001,2.0,1.0,tf_efficientnet_b7_ns,0.9,adamp,10,0.8,9,3,step,0.05,0.0,True,10,1e-06,1e-05,"(0.9, 0.99)",random_augment,
76169409283991943,True,32,0.01,,4.0,4.0,0.0,0.1,0.0001,0.4,,False,0.0001,2.0,0.25,mobilevitv2_075,0.9,adam,10,0.0,9,3,cosine,0.0,0.001,True,0,1e-06,0.001,"(0.0, 0.99)",random_augment,
11291547192117393,True,4,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.2,0.65,False,0.0005,0.2,1.0,xcit_nano_12_p8_384_dist,0.9,adam,2,0.4,9,2,plateau,0.05,0.001,False,0,1e-06,0.001,"(0.0, 0.99)",random_augment,
18245389923003462,False,16,0.001,,0.5,0.25,0.0,0.1,0.0,0.4,,True,1e-05,1.0,0.5,edgenext_x_small,0.9,adamw,10,1.0,8,2,cosine,0.0,0.0001,True,5,1e-06,0.01,"(0.9, 0.99)",trivial_augment,
115104759908005613,True,32,0.1,10.0,0.0,0.0,10.0,0.1,0.0,0.3,,False,1e-05,0.4,0.5,xcit_nano_12_p8_384_dist,0.9,adamw,10,0.0,8,2,multistep,0.0,0.001,False,10,0.0,0.01,"(0.0, 0.99)",auto_augment,original
17119902978727566,False,16,0.0,1.0,0.5,4.0,0.0,0.1,0.1,0.1,0.75,False,0.01,0.2,0.25,tf_efficientnet_b4_ns,0.9,sgd,10,0.8,9,3,cosine,0.0,0.0001,False,0,1e-05,0.1,,random_augment,
28852159202895699,True,2,0.0,10.0,2.0,4.0,0.0,0.1,0.001,0.4,0.65,False,0.0001,2.0,1.0,volo_d5_512,0.9,adam,10,0.8,8,2,cosine,0.0,0.01,False,0,1e-06,0.0001,"(0.0, 0.999)",none,
22623114356636939,True,128,0.1,1.0,2.0,1.0,10.0,0.1,0.1,0.4,,False,0.0001,0.2,0.75,mobilevit_xs,0.9,sgd,10,1.0,8,2,multistep,0.1,0.001,True,0,1e-05,1e-05,,auto_augment,original
88942313702010998,False,4,0.001,10.0,4.0,2.0,0.0,0.1,0.001,0.1,0.65,True,0.001,1.0,1.0,mobilevit_xs,0.9,adam,10,0.6,8,2,cosine,0.05,0.01,True,5,1e-05,0.0,"(0.0, 0.999)",auto_augment,v0
172610320785869883,True,4,0.0,10.0,0.0,0.1,20.0,0.5,0.0,0.0,,False,1e-05,0.0,1.0,volo_d3_448,0.8,momentum,10,1.0,8,2,step,0.0,0.0,True,5,1e-05,0.01,,none,
25735992591025245,True,4,0.1,,0.5,2.0,0.0,0.1,0.0001,0.3,,True,0.001,1.0,0.75,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.0,8,2,cosine,0.05,0.0,True,0,0.0,0.01,"(0.0, 0.99)",none,
20150082472981051,True,2,0.0,,0.0,2.0,0.0,0.1,0.01,0.3,,True,0.005,8.0,0.25,mobilevit_xs,0.9,adamw,10,0.2,9,2,cosine,0.0,0.01,False,10,1e-05,0.001,"(0.9, 0.99)",random_augment,
125965949466942037,True,2,0.001,10.0,0.5,4.0,20.0,0.5,0.0,0.1,0.65,False,0.0005,0.4,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adamw,10,0.2,8,2,step,0.0,0.0001,True,10,0.0,0.0001,"(0.0, 0.999)",trivial_augment,
24393990780021891,True,4,0.0001,,0.5,1.0,0.0,0.1,0.1,0.0,0.75,True,0.001,0.0,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adam,2,0.4,8,2,plateau,0.1,0.0,True,0,0.0,0.1,"(0.0, 0.999)",none,
353004335772883959,True,4,0.001,,0.5,2.0,20.0,0.5,0.0,0.2,0.75,False,0.0005,0.4,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,1.0,9,3,step,0.0,0.1,True,0,1e-06,0.0001,"(0.9, 0.99)",random_augment,
15586957543137185,True,64,0.01,1.0,4.0,0.1,0.0,0.1,0.001,0.1,0.75,False,0.005,8.0,1.0,edgenext_x_small,0.9,sgd,5,0.0,8,2,plateau,0.1,0.01,True,5,1e-06,0.0,,none,
30652614075629883,True,4,0.0,10.0,0.0,0.0,0.0,0.1,0.0001,0.2,0.65,False,0.005,8.0,0.75,tf_efficientnet_b4_ns,0.9,sgd,10,1.0,17,3,cosine,0.0,0.01,False,0,1e-05,1e-05,,random_augment,
20140134538694383,True,2,0.1,,2.0,2.0,0.0,0.1,0.01,0.0,0.75,True,0.001,0.0,0.25,xcit_small_12_p8_384_dist,0.9,sgd,10,0.4,8,2,cosine,0.05,0.001,False,10,1e-05,0.001,,auto_augment,original
114259659987801239,True,8,0.1,,0.0,0.5,10.0,0.5,0.1,0.3,,False,1e-05,1.0,1.0,xcit_small_12_p8_384_dist,0.9,sgd,10,0.2,17,3,multistep,0.1,0.0,True,10,1e-06,0.1,,random_augment,
3728503649616667,True,4,0.0,,2.0,0.0,10.0,0.1,0.01,0.2,0.75,False,0.01,0.2,0.0,volo_d5_448,0.9,adamp,10,0.8,8,2,step,0.05,0.01,True,0,1e-05,0.001,"(0.9, 0.999)",trivial_augment,
176696838450355687,True,16,0.0,1.0,1.0,2.0,20.0,0.1,0.01,0.4,0.75,False,0.001,1.0,0.5,mobilevitv2_075,0.9,adamw,10,0.6,17,2,multistep,0.05,0.001,True,5,1e-05,1e-05,"(0.0, 0.99)",random_augment,
17986611652881111,True,32,0.1,10.0,0.0,0.0,10.0,0.5,0.01,0.2,,False,0.001,8.0,0.0,mobilevit_xxs,0.0,momentum,10,0.2,8,2,multistep,0.1,0.01,True,10,0.0,0.01,,trivial_augment,
99554926701444091,True,16,0.01,,4.0,1.0,0.0,0.1,0.1,0.2,0.65,True,0.01,0.0,0.0,volo_d1_384,0.99,momentum,10,0.2,8,2,cosine,0.1,0.0,True,0,1e-05,0.01,,none,
64133780157014584,False,8,0.0,,4.0,1.0,0.0,0.1,0.1,0.2,,False,1e-05,8.0,0.0,mobilevitv2_075,0.9,momentum,10,0.8,17,2,cosine,0.1,0.1,False,5,1e-06,0.0,,random_augment,
26570659425083348,False,256,0.01,10.0,0.0,0.25,0.0,0.1,0.01,0.3,,False,0.01,0.4,1.0,mobilevit_xxs,0.9,adamp,10,0.6,8,2,cosine,0.0,0.0001,False,0,1e-05,0.01,"(0.0, 0.999)",none,
388601666480605054,False,8,0.0,1.0,2.0,0.0,20.0,0.5,0.0001,0.2,0.65,True,0.01,0.2,0.75,edgenext_small,0.9,adamw,10,0.6,8,2,multistep,0.1,0.0001,False,5,1e-05,0.0,"(0.0, 0.999)",auto_augment,original
17844952000142052,False,2,0.1,10.0,0.0,2.0,0.0,0.1,0.001,0.0,0.75,False,0.01,0.0,0.5,mobilevit_xxs,0.9,adam,10,0.6,8,2,cosine,0.05,0.1,True,5,0.0,0.01,"(0.9, 0.99)",trivial_augment,
5846264731616416,False,128,0.0,,0.0,0.0,0.0,0.1,0.01,0.2,0.65,False,0.005,0.0,0.5,dla46x_c,0.9,adamp,10,0.0,8,2,cosine,0.1,0.1,True,10,0.0,1e-05,"(0.9, 0.999)",none,
22017652489728890,False,32,0.1,10.0,4.0,0.25,10.0,0.5,0.01,0.3,,True,0.0005,0.2,0.0,volo_d1_384,0.9,sgd,10,0.6,8,2,multistep,0.05,0.001,True,10,0.0,1e-05,,trivial_augment,
160971987117537173,True,64,0.1,,1.0,0.5,0.0,0.1,0.001,0.2,0.65,True,5e-05,0.2,0.75,edgenext_xx_small,0.99,momentum,10,0.8,17,3,cosine,0.05,0.1,True,5,0.0,0.0,,random_augment,
249934058362825317,True,8,0.0001,10.0,2.0,1.0,10.0,0.5,0.0,0.0,,False,5e-05,1.0,0.25,tf_efficientnet_b6_ns,0.9,adam,10,0.0,17,2,step,0.0,0.1,True,0,0.0,0.0,"(0.0, 0.999)",random_augment,
113833111932940555,True,2,0.01,,0.0,2.0,0.0,0.1,0.01,0.3,0.65,False,0.001,0.2,0.0,xcit_small_12_p8_384_dist,0.99,momentum,10,0.8,8,2,cosine,0.05,0.001,True,10,0.0,0.1,,auto_augment,original
66702260685169020,False,128,0.0001,1.0,0.0,4.0,0.0,0.1,0.0001,0.2,0.65,False,0.01,8.0,0.5,edgenext_small,0.95,momentum,5,0.8,8,2,plateau,0.1,0.0,True,0,1e-06,0.01,,none,
30537381878934033,True,4,0.0,1.0,1.0,2.0,0.0,0.1,0.1,0.4,0.75,False,0.0001,8.0,0.0,volo_d3_448,0.9,adamp,10,0.6,8,2,cosine,0.05,0.0,True,10,1e-06,1e-05,"(0.0, 0.999)",trivial_augment,
33899368812112949,True,8,0.01,1.0,0.0,1.0,10.0,0.1,0.01,0.1,0.65,False,0.0001,8.0,0.75,edgenext_xx_small,0.9,adamp,10,1.0,8,2,step,0.05,0.1,True,0,0.0,0.01,"(0.0, 0.99)",none,
14159425289965632,False,2,0.1,1.0,0.5,0.0,0.0,0.1,0.1,0.1,,True,0.005,4.0,1.0,edgenext_xx_small,0.9,adam,10,0.8,8,2,cosine,0.1,0.01,False,5,1e-06,1e-05,"(0.0, 0.99)",none,
70858965195120498,False,8,0.1,1.0,4.0,2.0,0.0,0.1,0.001,0.2,,False,0.0001,0.4,0.25,tf_efficientnet_b6_ns,0.9,adamp,10,0.6,9,3,cosine,0.0,0.01,False,5,1e-06,1e-05,"(0.9, 0.999)",random_augment,
5410382534753024,False,4,0.1,1.0,2.0,2.0,0.0,0.1,0.01,0.2,0.65,False,0.0005,0.0,0.25,dla46x_c,0.9,sgd,2,0.4,9,2,plateau,0.05,0.0,False,0,0.0,1e-05,,random_augment,
13933017921631933,True,2,0.1,,2.0,0.5,0.0,0.1,0.0,0.3,0.65,True,1e-05,0.4,0.25,dla46x_c,0.8,momentum,10,0.4,8,2,cosine,0.1,0.01,True,10,0.0,1e-05,,none,
23606166295118623,True,128,0.0,1.0,0.5,0.5,0.0,0.1,0.1,0.2,,True,0.01,0.0,0.0,edgenext_xx_small,0.9,momentum,10,0.8,8,2,cosine,0.05,0.01,False,5,1e-06,0.0,,none,
54527049768023196,False,4,0.0,10.0,2.0,0.25,0.0,0.1,0.001,0.0,,False,0.001,0.2,0.5,beit_large_patch16_512,0.9,adamp,10,0.8,17,2,cosine,0.05,0.1,False,0,1e-06,1e-05,"(0.9, 0.99)",random_augment,
11803823945830086,False,4,0.0,1.0,1.0,1.0,0.0,0.1,0.001,0.1,,False,0.005,8.0,0.75,volo_d4_448,0.9,adamw,10,0.6,8,2,cosine,0.1,0.0001,True,0,1e-05,0.001,"(0.0, 0.99)",trivial_augment,
63208310278062703,True,128,0.0,10.0,2.0,1.0,0.0,0.1,0.01,0.1,0.65,False,0.0001,2.0,0.0,edgenext_xx_small,0.9,adam,10,0.4,17,2,cosine,0.0,0.01,False,5,1e-05,1e-05,"(0.0, 0.999)",random_augment,
391412237170310613,True,32,0.01,10.0,0.5,1.0,10.0,0.1,0.0001,0.2,0.75,False,0.0001,4.0,0.0,dla46x_c,0.9,adamp,10,0.6,17,3,multistep,0.0,0.1,True,5,1e-05,0.01,"(0.9, 0.999)",random_augment,
26525064251448383,True,8,0.0001,,2.0,0.25,0.0,0.1,0.01,0.3,0.65,False,0.0001,1.0,0.5,convnext_small_384_in22ft1k,0.9,adam,10,0.0,8,2,cosine,0.0,0.01,True,10,1e-06,0.01,"(0.0, 0.999)",trivial_augment,
64114602768045846,False,2,0.001,,2.0,1.0,20.0,0.5,0.001,0.1,,True,0.0005,0.4,0.0,tf_efficientnet_b4_ns,0.8,momentum,10,0.6,8,2,step,0.05,0.01,False,5,1e-06,0.0,,none,
65985460306380981,True,32,0.1,10.0,0.5,1.0,10.0,0.1,0.001,0.0,0.75,False,5e-05,1.0,0.25,xcit_nano_12_p8_384_dist,0.9,momentum,10,0.0,8,2,multistep,0.0,0.01,True,5,1e-05,0.1,,trivial_augment,
1634396978547334,False,64,0.01,10.0,1.0,4.0,0.0,0.1,0.0,0.1,0.75,False,0.005,0.2,0.75,edgenext_small,0.9,adam,2,0.0,8,2,plateau,0.1,0.01,True,5,0.0,0.01,"(0.9, 0.999)",trivial_augment,
18960481870512147,True,32,0.0001,10.0,1.0,2.0,0.0,0.1,0.1,0.1,0.75,True,5e-05,2.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,adam,10,1.0,8,2,cosine,0.1,0.01,False,0,0.0,0.001,"(0.9, 0.99)",trivial_augment,
22937815076485571,True,2,0.01,,0.0,2.0,10.0,0.1,0.01,0.3,,False,0.005,8.0,0.5,volo_d5_448,0.9,sgd,10,0.6,8,2,multistep,0.1,0.01,True,10,1e-05,1e-05,,auto_augment,original
67248714555814721,True,8,0.001,,4.0,0.25,0.0,0.1,0.0,0.3,0.65,False,0.005,0.0,0.5,beit_base_patch16_384,0.9,adam,10,0.0,9,3,cosine,0.05,0.001,False,5,1e-05,0.01,"(0.9, 0.999)",random_augment,
30096018372699511,True,16,0.01,10.0,0.5,4.0,0.0,0.1,0.0,0.3,0.65,False,1e-05,8.0,0.0,mobilevit_xs,0.9,sgd,10,0.4,17,3,cosine,0.0,0.0001,True,10,0.0,1e-05,,random_augment,
149587867674416310,False,16,0.01,,0.0,2.0,0.0,0.1,0.001,0.0,0.75,True,0.01,2.0,0.25,deit3_small_patch16_384_in21ft1k,0.9,adam,2,0.8,9,3,plateau,0.05,0.0,False,5,1e-05,0.001,"(0.9, 0.99)",random_augment,
330430648295180654,False,8,0.001,1.0,0.5,0.1,10.0,0.1,0.0,0.0,0.75,False,0.01,1.0,0.0,swinv2_base_window12to24_192to384_22kft1k,0.0,momentum,10,0.6,9,3,multistep,0.05,0.1,False,0,1e-05,1e-05,,random_augment,
107150789681904098,False,4,0.001,10.0,4.0,4.0,0.0,0.1,0.0001,0.2,0.65,True,5e-05,4.0,0.25,xcit_small_12_p8_384_dist,0.9,adamp,10,0.6,17,3,cosine,0.0,0.001,False,0,1e-06,0.01,"(0.0, 0.99)",random_augment,
146236316218640583,True,128,0.0001,,0.0,0.0,10.0,0.5,0.1,0.4,0.65,False,5e-05,0.2,1.0,mobilevit_xs,0.9,adamp,10,0.8,8,2,multistep,0.0,0.001,True,10,0.0,0.1,"(0.0, 0.99)",none,
21713769986177814,False,16,0.0001,,1.0,2.0,0.0,0.1,0.001,0.4,0.65,True,5e-05,4.0,0.75,xcit_tiny_12_p8_384_dist,0.9,sgd,2,0.8,17,2,plateau,0.0,0.001,True,0,0.0,1e-05,,random_augment,
7187463172248692,False,8,0.0001,1.0,0.5,0.5,0.0,0.1,0.0001,0.3,,False,0.01,8.0,0.75,convnext_small_384_in22ft1k,0.9,adamw,10,0.0,8,2,cosine,0.0,0.1,True,10,0.0,0.0,"(0.9, 0.999)",trivial_augment,
71714534482055389,True,16,0.001,1.0,0.0,2.0,0.0,0.1,0.001,0.1,0.65,False,0.01,8.0,0.25,xcit_tiny_12_p8_384_dist,0.95,momentum,10,0.0,17,2,cosine,0.0,0.0,False,5,0.0,0.0,,random_augment,
37317994179255220,False,8,0.001,10.0,0.0,4.0,0.0,0.1,0.0,0.2,0.65,True,5e-05,8.0,0.25,tf_efficientnet_b6_ns,0.9,adamp,10,1.0,17,2,cosine,0.05,0.001,True,10,1e-06,0.0001,"(0.9, 0.999)",random_augment,
42836674891818122,False,32,0.01,,2.0,1.0,20.0,0.1,0.01,0.1,0.65,True,0.001,0.2,0.75,edgenext_small,0.9,adamw,10,0.6,8,2,multistep,0.0,0.0,True,0,1e-05,0.01,"(0.0, 0.99)",trivial_augment,
102341857848254040,False,32,0.0001,1.0,0.5,0.5,10.0,0.1,0.001,0.1,0.75,False,0.01,0.4,0.25,xcit_tiny_12_p8_384_dist,0.9,adamw,10,0.6,8,2,step,0.05,0.0001,False,5,1e-05,0.0001,"(0.0, 0.999)",none,
136598468157528704,False,32,0.001,1.0,0.5,0.0,10.0,0.1,0.01,0.4,,False,0.001,8.0,0.5,mobilevitv2_075,0.9,adamw,10,0.8,17,2,step,0.1,0.1,False,5,0.0,0.0,"(0.9, 0.999)",random_augment,
26015438096437514,False,32,0.0,,0.0,0.5,0.0,0.1,0.0,0.1,0.65,False,0.0005,0.2,0.75,volo_d1_384,0.95,momentum,10,0.6,8,2,cosine,0.0,0.1,False,10,0.0,0.01,,trivial_augment,
124305678195933613,True,8,0.0,,0.0,2.0,20.0,0.5,0.01,0.1,,False,0.0001,0.2,0.5,tf_efficientnet_b6_ns,0.9,adamp,10,0.2,8,2,step,0.05,0.0,True,0,0.0,0.001,"(0.0, 0.999)",trivial_augment,
26776791891684826,False,256,0.0,1.0,0.5,0.0,0.0,0.1,0.0,0.0,,False,5e-05,2.0,0.25,mobilevitv2_075,0.9,adam,10,0.8,8,2,cosine,0.1,0.1,False,5,1e-05,0.01,"(0.0, 0.999)",trivial_augment,
15103622495800380,False,64,0.0001,1.0,2.0,0.5,0.0,0.1,0.01,0.3,0.75,False,0.001,4.0,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,0.8,8,2,cosine,0.1,0.0001,True,5,0.0,0.0,"(0.0, 0.99)",none,
33714459251942310,False,2,0.0,1.0,0.5,0.1,10.0,0.1,0.001,0.0,0.75,True,0.0005,2.0,1.0,xcit_tiny_12_p8_384_dist,0.9,adamw,10,0.0,8,2,multistep,0.0,0.001,True,10,1e-05,0.1,"(0.0, 0.99)",none,
42542119987115312,False,4,0.0,1.0,0.5,0.1,0.0,0.1,0.001,0.2,,False,0.01,8.0,1.0,edgenext_small,0.9,adamw,5,0.0,8,2,plateau,0.05,0.0,True,5,1e-06,0.01,"(0.0, 0.99)",none,
75427591892838929,True,16,0.1,10.0,2.0,4.0,20.0,0.5,0.01,0.2,0.65,False,0.01,0.0,0.25,volo_d1_384,0.9,adam,10,0.4,8,2,multistep,0.05,0.001,True,5,1e-05,0.01,"(0.9, 0.999)",none,
