,num_samples,num_classes
9276935862833310,2496,104
29986711348466013,2496,104
126641607090185594,2496,104
2186367983539827,2496,104
76224442520131387,2496,104
46845261185452952,2496,104
13312162069967763,2496,104
3943981955913719,2496,104
14086958174029912,2496,104
276729585306408055,2496,104
96072112392877829,2496,104
70272769936358046,2496,104
120774450289558091,2496,104
92020179574434761,2496,104
44213466816646179,2496,104
63011119887101470,2496,104
27256787575624820,2496,104
9195024778587132,2496,104
24961653324551060,2496,104
142906091125235611,2496,104
10442850975515222,2496,104
27345854514834983,2496,104
23765532745340574,2496,104
44141135659681922,2496,104
121796512686348680,2496,104
4341656323047335,2496,104
71095825892962170,2496,104
8461644391739478,16944,706
74079671231346748,16944,706
24934478248055822,16944,706
17145039538447826,16944,706
11341972434272317,16944,706
2424320709137115,16944,706
309921302703818685,16944,706
6436045849831998,16944,706
124605508019802213,16944,706
38171347761659608,16944,706
18025359334950455,16944,706
29167267344336900,16944,706
2011303323950319,16944,706
13817446923659018,16944,706
25550685462248782,16944,706
408770392818256266,16944,706
10888870407337597,16944,706
2505118647867107,16944,706
28198328932177231,16944,706
22887257858643559,16944,706
11901925919125703,16944,706
60720498643903580,16944,706
180343051721319236,16944,706
23226342749304355,16944,706
21863047028389515,16944,706
155111885676993618,16944,706
16025062610312428,16944,706
285141246795113761,16944,706
80490794062276473,16944,706
20343626842585402,16944,706
304855090787602126,16944,706
13463153082138282,16944,706
159004330052509959,16944,706
32134250802110417,16944,706
166649789891331386,16944,706
108179384164668860,16944,706
153858745856110916,16944,706
151843309472508443,16944,706
14133745143476787,16944,706
57355039030675036,16944,706
168125722288206697,16944,706
1487361480372885,16944,706
102689076860535248,16944,706
33775962051136338,16944,706
2981589160388033,16944,706
12047860241618086,16944,706
34411027547486870,16944,706
118898345919668798,16944,706
589698216116831394,16944,706
121503048590796783,16944,706
17885049260294611,16944,706
75511805996178123,16944,706
23807164270952059,16944,706
22430046297949754,16944,706
54323035854778332,16944,706
31741166207344481,16944,706
290557712328890216,16944,706
153257934949239350,16944,706
4307152921565303,16944,706
119353828649489819,16944,706
95090573015207193,16944,706
10871567533752035,16944,706
129469619703889260,16944,706
33971308289909980,16944,706
11017894198088742,16944,706
16460777072125672,16944,706
102982441305126998,16944,706
104595054055108086,16944,706
35146721694441467,16944,706
1548656249016986,16944,706
27433569256114809,16944,706
100423834391031358,16944,706
1670820831850107,16944,706
57329275045619254,16944,706
21000097704119644,16944,706
6997354582190548,16944,706
5666261997182851,16944,706
53009939139860488,16944,706
120548054994629245,16944,706
2648916433616190,16944,706
32728608937553563,16944,706
2925078834224314,16944,706
29827569973991454,16944,706
10138436780647435,16944,706
44079083237371408,16944,706
30583996793360354,16944,706
75708630347141461,16944,706
13888459089784093,16944,706
188477700995279972,16944,706
21677026827451998,16944,706
14604647590589133,16944,706
53681388196199148,16944,706
89699339809467165,16944,706
73944835632064183,16944,706
47605178492334246,16944,706
31660582874453746,16944,706
2445487154286291,16944,706
37205103307823273,16944,706
119956020283096729,16944,706
28452155804187344,16944,706
25214894344947799,16944,706
18552616062908183,16944,706
30201770813818000,16944,706
53739928164796707,16944,706
204217261260500879,16944,706
31855664899844986,16944,706
2722854155268139,16944,706
185007722532426454,16944,706
179858290471745814,16944,706
65168373148836363,16944,706
112934474453748414,16944,706
20655246417299751,16944,706
34173154016017458,16944,706
109623929586475358,16944,706
22799577235865260,16944,706
21765869773590971,16944,706
6028821599877937,16944,706
91221755466904294,16944,706
3961065514573281,16944,706
28651337283310960,16944,706
24257224758683328,16944,706
166166185448416714,16944,706
78854534744831739,16944,706
258556072587646171,16944,706
85985772953540312,16944,706
475606955505433122,16944,706
8927303056472807,16944,706
19384527130756667,16944,706
52031159408195920,16944,706
52980926456315553,16944,706
383259336879856689,16944,706
36971266118312098,16944,706
81745442020675890,16944,706
104411336192526827,16944,706
23465070602615915,16944,706
11679880809974147,16944,706
48598456171943217,16944,706
134268946911841341,16944,706
15843565822698942,16944,706
7427897782508228,16944,706
454473082902633640,16944,706
2717367450534010,16944,706
69729861436639817,16944,706
8038035046591514,16944,706
260451259863228894,16944,706
25593175777972629,16944,706
52314428142501095,16944,706
1694510172938109,16944,706
23024766392366763,16944,706
114739345841983283,16944,706
313862447956845083,16944,706
378939447328209052,16944,706
10707968439445465,16944,706
219388520505861299,16944,706
318141905961873419,16944,706
16926442473622021,16944,706
23699898504621786,16944,706
298478935300601075,16944,706
260841942838683962,16944,706
7479934576475647,16944,706
92366483177364227,16944,706
24540707286128694,16944,706
99921153640540806,16944,706
13745449462665182,16944,706
28607134111695084,16944,706
29928669293093583,16944,706
91450159246031222,16944,706
48945988678110647,16944,706
16334766579143236,16944,706
9943896262534110,16944,706
3559845220538612,16944,706
316142366630388504,16944,706
31633665533761974,16944,706
180827803228145608,16944,706
391191663469623480,16944,706
28817224144160156,16944,706
2019304799619084,16944,706
120242854396701590,16944,706
113385187050576609,16944,706
84957086517733381,16944,706
56540217647092326,16944,706
2548166013729620,16944,706
61378008654876270,16944,706
146552106178457578,16944,706
3862235012751962,16944,706
89366186861567234,16944,706
50833900782440200,16944,706
43001248234673669,16944,706
96675078098362097,16944,706
1159573737834756,16944,706
29965756827584183,16944,706
15886251108559841,16944,706
43334773005040883,16944,706
845935233105455,16944,706
127381069937688862,16944,706
111574795809574534,16944,706
64022593624160856,16944,706
21154213991115555,16944,706
27088435101764619,16944,706
75564122434766802,16944,706
38983559867402514,16944,706
51057428556098718,16944,706
269089118131358103,16944,706
106706709251328920,16944,706
66429981583720252,16944,706
39714387826935227,16944,706
42534792150319171,16944,706
141426636448585427,16944,706
15068897482770457,16944,706
17130175245367351,16944,706
29483553935287391,16944,706
29181440395665805,16944,706
8022262804774619,16944,706
18246052513452946,16944,706
97953169973044941,16944,706
100504369193986802,16944,706
254542820069197223,16944,706
40319190347143184,16944,706
1127084196951670,16944,706
438386369326922456,16944,706
18214154922555882,16944,706
365911938675441679,16944,706
54070040095697606,16944,706
2561654153792298,16944,706
79425070282606851,16944,706
129679002411285217,16944,706
16797777615481521,16944,706
140649013469030896,16944,706
21951775409809470,16944,706
28510549022200177,16944,706
87886647772783032,16944,706
77002079074477491,16944,706
60646313112102451,16944,706
16147918803464686,16944,706
13521192914230212,936,39
54297691847189142,936,39
25824567055004968,936,39
10756370418534903,936,39
353004335772883959,936,39
102341857848254040,936,39
7278077100410968,936,39
3358465456615111,936,39
429864292358247242,936,39
121920364758016625,936,39
2695538024568438,936,39
196701390716471295,936,39
25620698192901490,936,39
142166362890403775,936,39
27837791795899714,936,39
349672879210570674,936,39
107504092488999045,936,39
6467907068215374,936,39
60609875596076254,936,39
27266915609618735,936,39
16693343978803030,936,39
259766883962689921,936,39
152487555343622121,936,39
57857867589809917,936,39
9257440302773365,936,39
112807009977212453,936,39
69986348059603827,936,39
120907537608950988,936,39
63676956719695759,936,39
288920464959416,936,39
2871891469240554,936,39
90719206088693429,936,39
302689766656584593,936,39
10367597744856841,936,39
11568468057054126,936,39
18050113099016498,936,39
6303019440732204,936,39
61250063460261979,936,39
17195029256399796,936,39
30405127407862021,936,39
126940858605552388,936,39
7481858101013198,936,39
31266658345078649,936,39
95104654877786127,936,39
134677195187069956,936,39
19739281289550013,936,39
159448707179369444,936,39
12007784339607170,936,39
114745148825264667,936,39
70973832637466142,936,39
11706750471316235,936,39
52749086077907191,936,39
16999991331009150,936,39
3957525458546824,936,39
27323989569085089,936,39
17086486810609233,936,39
15389889816552121,936,39
29763543867160425,936,39
103176711456465735,936,39
1111216266779351,936,39
30438101138153852,936,39
10079577032987213,936,39
88407588983016363,936,39
3526211682522233,936,39
3865081181158100,936,39
11557929653638687,936,39
93035084996725848,936,39
24110661802227962,936,39
52600715256140556,936,39
22673969433675834,936,39
465790014576697850,936,39
30878345225854732,936,39
32015596321176774,936,39
123571674974063819,936,39
109003275435003224,936,39
15084118309223853,936,39
117086470513789422,936,39
329764244360944944,936,39
311254669475761,936,39
89833611813461718,936,39
6817530460058301,936,39
1880542636977293,936,39
10976737216523583,936,39
121091976477095280,936,39
11337746817777912,936,39
101922278332238230,936,39
6213025556239623,936,39
293492730110751,936,39
11188593037261544,936,39
5733168179853743,936,39
19243538580637795,936,39
35554260423451064,936,39
11479074622321138,936,39
7697546661474650,936,39
26265715954418375,936,39
10332453018848961,936,39
246661123259951874,936,39
383185679404098010,936,39
25951652445920416,936,39
303519507347192317,936,39
397243276419556312,936,39
30074472561442880,936,39
15530542436382981,936,39
112899339262000003,936,39
26755246660731410,936,39
24331884990199843,936,39
7013262468378337,936,39
3006740292938287,936,39
114417231136602832,936,39
9247623973852892,936,39
3525676660937803,936,39
97510770876370366,936,39
102237274856900689,936,39
8951714264189134,936,39
103272566616929856,936,39
153723293416478556,936,39
68332761707146067,936,39
13004155606242660,936,39
117100999322326811,936,39
19400477928369794,936,39
94475136644297839,936,39
286237527922642369,936,39
6461634151554172,936,39
8056488442795865,936,39
7881002531563877,936,39
98443920114840532,936,39
7107313923314494,936,39
256361982668514007,936,39
330684282553281844,936,39
9286611285613798,936,39
88014431480433391,936,39
107643217003550028,936,39
295292913359091735,936,39
106902250966921947,936,39
27842059444947114,936,39
22517681159010403,936,39
172702385832156016,936,39
180268354030118088,936,39
89743844574630752,936,39
7788304020456906,936,39
13457657671086712,936,39
2154091136701152,936,39
390196724625714535,936,39
3142106321633607,936,39
84642033333756543,936,39
61240572227799760,936,39
2011652701948881,936,39
18368461411247075,936,39
161295870936346685,936,39
12988286039361569,936,39
8888390457298953,936,39
12019048418111828,936,39
16640825142942665,936,39
62196446620842601,936,39
147105524639135210,936,39
185442287627568069,936,39
21984230465204490,936,39
20868996630749149,936,39
13212943095951836,936,39
21898645112255510,936,39
54544544252387885,936,39
74684845006593629,936,39
159687908641776167,936,39
162740499877927148,936,39
194668841013394003,936,39
311895751419748634,936,39
53581644221211617,936,39
8920773320703114,936,39
50334335112075347,936,39
40550937539004031,936,39
37636490547801074,936,39
153661800396175602,936,39
59825470116350829,936,39
60779842964082276,936,39
155026554300184750,936,39
258006035457307775,936,39
5811781651458398,936,39
125974002449933497,936,39
35844389531086516,936,39
38320696111139872,936,39
12337874183687823,936,39
128422768523982384,936,39
12607516600175548,936,39
12102972582584943,936,39
197004952946984112,936,39
1103290051275175,936,39
23508669926020208,936,39
107253031862047044,936,39
28818136361915628,936,39
17304868852860697,936,39
111227098155100,936,39
27430837009342645,936,39
26780862848083596,936,39
76542763572778631,936,39
56914928500823010,936,39
18247343910959601,936,39
106644801653549070,936,39
99263479914450236,936,39
17333913123154662,936,39
28807382467521975,936,39
25321687410177793,936,39
16974681558217424,936,39
21124912295070285,936,39
10136943313298928,936,39
68088583902045184,936,39
83078790765878920,936,39
438145062395680074,936,39
56510169330412392,936,39
43837821636718565,936,39
75738458107907265,936,39
21009522927632474,936,39
22095849237636110,936,39
93943637217551651,936,39
21197502156787955,936,39
126286098012571580,936,39
77520478930991204,936,39
11297745411684277,936,39
59295306558957847,936,39
141296258941616919,936,39
437391108139424085,936,39
53670561094033938,936,39
15469793377216098,936,39
1095979980343031,936,39
74943824040102631,936,39
61760892586747892,936,39
1085020329530406,936,39
30602502796839205,936,39
28130612808602306,936,39
67370868309974300,936,39
392085779651860377,936,39
22793445732740696,936,39
36650769391054216,936,39
25371013430554405,936,39
444416239770150113,936,39
103762763725815550,936,39
109182966243436595,936,39
322517885295013689,936,39
112776788245952107,936,39
18530352031920051,936,39
5111479225548930,936,39
1891318607643177,936,39
118605558569756675,936,39
63905311029357793,7560,315
23935129208779125,7560,315
152430881281975970,7560,315
106747652671293139,7560,315
28496649080500439,7560,315
18308741269333766,7560,315
19283878209562035,7560,315
296704498302949840,7560,315
39729045982757190,7560,315
15248278773397705,7560,315
28437057238934257,7560,315
10726244843501246,7560,315
42631943432325989,7560,315
15272026238498918,7560,315
110200033210249460,7560,315
56744269756350031,7560,315
190634560718440,7560,315
37256982587662051,7560,315
14779336946347631,7560,315
64209309589419305,7560,315
22606355699184825,7560,315
45307235416667487,7560,315
66692831096052279,7560,315
13655089767276115,7560,315
31756011850736666,7560,315
109913799277980389,7560,315
27290744038062042,7560,315
17572786239629362,7560,315
272018387014026269,7560,315
13411728217307618,7560,315
16808827512068650,7560,315
33867572194365129,7560,315
75003411181426265,7560,315
8970398909931117,7560,315
6758230528747889,7560,315
52934658911948585,7560,315
92809074986975512,7560,315
24094707269846259,7560,315
22581907058720121,7560,315
116573150262857204,7560,315
11897157414792713,7560,315
258348020857942410,7560,315
4583054360623129,7560,315
34705450909621155,7560,315
4376675845701728,7560,315
8101029400461886,7560,315
1836527397692842,7560,315
44042599685588371,7560,315
1034225960328505,7560,315
60991404104589761,7560,315
10630503500662727,7560,315
90555260225503359,7560,315
1712867298504934,7560,315
138435974127631976,7560,315
121410800317457548,7560,315
108861617824479343,7560,315
402859425756788932,7560,315
69836801423974795,7560,315
27576373861229740,7560,315
23261908330623727,7560,315
54815135972797914,7560,315
3839068626562437,7560,315
40974077306951137,7560,315
30538361494805909,7560,315
259377308599245388,7560,315
374247904547712123,7560,315
37890033052144737,7560,315
25135883746277963,7560,315
362986516901719316,7560,315
46398118321256281,7560,315
66731150261153342,7560,315
157922682588969127,7560,315
10897921585130804,7560,315
13015303119975379,7560,315
7943186335400402,7560,315
78543470393300239,7560,315
116612484898757057,7560,315
187750171732340207,7560,315
119955370451625311,7560,315
56121197254882103,7560,315
85935773383310983,7560,315
20937590042725842,7560,315
44969940057948101,7560,315
89333516691327354,7560,315
26595276648040568,7560,315
63789501459751402,7560,315
44072748162866826,7560,315
20467185152277497,7560,315
1951378396815129,7560,315
3626710760079466,7560,315
52326310289768925,7560,315
1851634970261127,7560,315
749648752010447,7560,315
110787935397633347,7560,315
14450123831526662,7560,315
62750764831326375,7560,315
26655665313009158,7560,315
45112674771713614,7560,315
8404272193570751,7560,315
24566333086016268,7560,315
27935747696737922,7560,315
108978304599377630,7560,315
21031787700133326,7560,315
378109889331409865,7560,315
9352403679223493,7560,315
6501742426932102,7560,315
11382646158284163,7560,315
214485039477358128,7560,315
39091685662496857,7560,315
1235274224449755,7560,315
117817898410921223,7560,315
2240580209600776,7560,315
71021465599798426,7560,315
60352833285008958,7560,315
57994920186224039,7560,315
14397822013539643,7560,315
127506717743478723,7560,315
8637499315893661,7560,315
9683547565908869,7560,315
200405251601151011,7560,315
24469849639783846,7560,315
25056427526778281,7560,315
12558357492476637,7560,315
74086731697514743,7560,315
85238481565152495,7560,315
116750003979360877,7560,315
21539704889307278,7560,315
20014385380912814,7560,315
94360375715507343,7560,315
40275732783698972,7560,315
22124995821939629,7560,315
28320412855910191,7560,315
25383793344237472,7560,315
146167416059647044,7560,315
22704778158054066,7560,315
24970397120764861,7560,315
18197264723878355,7560,315
20362390353329164,7560,315
105861383670528077,7560,315
40799413281285708,7560,315
153606357175713853,7560,315
14814684340523832,7560,315
70823683073804,7560,315
71003600663720144,7560,315
92594964808291796,7560,315
11927658930850629,7560,315
34516692590024842,7560,315
25825518924266288,7560,315
34906882213355166,7560,315
96161810430853659,7560,315
121793391393426982,7560,315
103731121676960082,7560,315
14075693797184122,7560,315
74324367045002711,7560,315
2649563821391727,7560,315
9987521531320559,7560,315
35801116189066932,7560,315
90937964265982446,7560,315
259011314992908653,7560,315
61505848399943420,7560,315
28430675150774257,7560,315
12913360070429226,7560,315
54950216592548587,7560,315
11219823967026928,7560,315
25845008662863693,7560,315
177918320426722610,7560,315
164539684341723498,7560,315
27730915767110984,7560,315
15238126990934411,7560,315
19778149590463121,7560,315
56457767751216961,7560,315
16502455096506925,7560,315
101862473024417780,7560,315
12302670064798295,7560,315
196916957141266075,7560,315
97690808927668770,7560,315
42655859696195200,7560,315
26743688397970868,7560,315
3266285076483634,7560,315
176557342218628470,7560,315
40962514433602323,7560,315
14810533430395843,7560,315
32501384178144336,7560,315
7297051982974491,7560,315
6131169759352653,7560,315
21940115169933597,7560,315
25946955920097400,7560,315
146230862127076765,7560,315
27765783911456744,7560,315
33750577071852418,7560,315
3744712023634387,7560,315
10751318177802840,624,26
12218550526136058,624,26
113870377225173333,624,26
486515094287242936,624,26
125715949902306250,624,26
74828436996788217,624,26
344717045616036548,624,26
30328214062768299,624,26
15132560478210833,624,26
281120933910189389,624,26
425263760115430004,624,26
24296356694268238,624,26
26655951150518779,624,26
11575186356075832,624,26
5810877056752583,624,26
38229110786647868,624,26
54610528680044640,624,26
38039643579109706,624,26
260161541722335312,624,26
190234630874180174,624,26
12422785411109073,624,26
18580555565918310,624,26
7340172705421681,624,26
29646666292271875,624,26
14753804562676776,624,26
28550525149821700,624,26
106808364121229956,624,26
251365203016469264,624,26
372303872161867450,624,26
12808737488097949,624,26
24354194618770434,624,26
5488204804092962,624,26
72111976736162004,624,26
79855783095061353,624,26
299453599045799559,624,26
184144146975492156,624,26
38692035411726866,624,26
102629866991793371,624,26
41840568874414919,624,26
111608783528598801,624,26
191465858982294343,624,26
80091172441271304,624,26
1296126518807980,624,26
4291993394549877,624,26
132631320892327380,624,26
16443813636880563,624,26
19753993894803422,624,26
6006146315299718,624,26
13246504837220497,624,26
29082454924101596,624,26
107919033793482994,624,26
28016425600759387,624,26
1063099469208488,624,26
18108598547856079,624,26
301850171151060,624,26
66543906159740973,624,26
66467473438371232,624,26
20070134458844505,624,26
81218389113128738,624,26
86718200239071410,624,26
75431894947817495,624,26
240983099412988723,624,26
116668816517440148,624,26
6695110366376510,624,26
115730004006993449,624,26
337352051963118024,624,26
215460398423527201,624,26
6319964155707179,624,26
57564939717802165,624,26
67255820159183173,624,26
2306377339710583,624,26
116807072328194492,624,26
10300948613737453,624,26
115384495959935290,624,26
18468591350758237,624,26
22935436153870074,624,26
127002682852045036,624,26
145245189550626525,624,26
83273184246844870,624,26
314358042907445691,624,26
38996404869143944,624,26
39793697546547334,624,26
19585298555571209,624,26
14728243305588765,624,26
96032216325530512,624,26
15941422329678078,624,26
483203120348833913,624,26
38702424140165926,624,26
174296917009565855,624,26
34006011952488917,624,26
178822002938302439,624,26
4797024126993271,624,26
906433991927709,624,26
142163777240240399,624,26
86596061152100068,624,26
26512494033215669,624,26
49181777452705864,624,26
5607536736036523,624,26
5346192218121465,624,26
12457079891311299,624,26
291778744716105208,624,26
17253949937807955,624,26
24330295208272610,624,26
12841765223206964,624,26
62679741324371978,624,26
53792104855226617,624,26
126000593375078756,624,26
19903956133332230,624,26
120126865207617680,624,26
23376190845727850,624,26
54570913500007629,624,26
6770453854084093,624,26
25115829991526145,624,26
149546489441047548,624,26
8430271928097888,624,26
21049798945112358,624,26
16970117908845686,624,26
110793265309571877,624,26
108062699899406181,624,26
91404536437436002,624,26
239049670971013948,624,26
9220908771948731,624,26
24650596750632466,624,26
29341938832287783,624,26
20064223106571780,624,26
90013306721963781,624,26
2664340442131595,624,26
24415851065315349,624,26
3728583083845839,624,26
26042506143377818,624,26
69325257763935388,624,26
3711252921706443,624,26
85513397717907917,624,26
8987221122803480,624,26
87319766467059980,624,26
27095787944954413,624,26
39085363310730825,624,26
5439052662064460,624,26
14832650542708778,624,26
6993347694079635,624,26
8574453003101258,624,26
21123199998922730,624,26
128875983629259810,624,26
93115119896214197,624,26
388586129897353814,624,26
13683522880219115,624,26
220261389799614011,624,26
66654910561264445,624,26
75458249235320082,624,26
33600147853462166,624,26
165600995119228133,624,26
125307043147993126,624,26
188145181286075150,624,26
135445123118031074,624,26
101497069207238478,624,26
8083387669095324,624,26
46578659716781657,624,26
48958511353330341,624,26
239247615173652712,624,26
765267564789971,624,26
20134145133635531,624,26
146997123314534456,624,26
195605828203461375,624,26
91422494875536840,624,26
7782974068745625,624,26
5042762648455024,624,26
12302325875843424,624,26
16578962076244405,624,26
30712751205692575,624,26
59515627987357067,624,26
30566502472909879,624,26
151692619049166274,624,26
51438951973896998,624,26
102098946934360828,624,26
81702741451243180,624,26
45892722581282647,624,26
134970086725449491,624,26
122955430913213917,624,26
8096630964574642,624,26
15751309959159886,624,26
141925626120518509,624,26
138113411826414961,624,26
13591416634817093,624,26
204913338233976015,624,26
79341378387955634,624,26
162659165165604031,624,26
179268570691096163,624,26
464124327206205298,624,26
137309091121345016,624,26
17987488798053902,624,26
49193397200759476,624,26
73282544966938593,624,26
81678770367199115,624,26
122701693140071012,624,26
27304354307917961,624,26
33316975776412788,624,26
10383866432276998,624,26
382130807501082914,624,26
1620176953588603,624,26
92047451871034355,624,26
496407136762414691,624,26
13825021325832529,624,26
313536898978664141,624,26
24711605913444380,624,26
104463261042377226,624,26
25614104328236039,624,26
87327144685692346,624,26
2879726169076296,624,26
305291131875334824,624,26
162034585332627726,624,26
155312186821194965,624,26
17136003812228497,624,26
11492182327072341,624,26
16389539536698424,624,26
31166855378143195,624,26
266063382515470418,624,26
43337037667316943,624,26
27755801869041444,624,26
7503217093793498,624,26
70868626637482157,624,26
177272371665753285,624,26
37288882332096063,624,26
19689563984190233,624,26
247934195673518693,624,26
25250568315511185,624,26
40865050342025,624,26
22471230991198807,624,26
96588939039153335,624,26
20296860246499018,624,26
51982256407347924,624,26
403329024067913045,624,26
116224684536020368,624,26
368232531942220051,624,26
142199769355191318,624,26
7170376428925919,624,26
130978899933637870,624,26
174127359038217367,624,26
427938381481852678,624,26
240607701244669684,624,26
119358182996659803,624,26
72239158304889732,624,26
90173001171096991,624,26
59374748218099087,624,26
47018226127981361,624,26
149306291539450855,624,26
100463267994499114,624,26
44197875368462035,624,26
2095752074071824,792,33
37141276630978882,792,33
5410382534753024,792,33
349188224879259005,792,33
6677221155666175,792,33
105358260249037249,792,33
21216641155519730,792,33
145764101493758706,792,33
30551514130941635,792,33
158334421474778859,792,33
138877168708732498,792,33
257991306149234145,792,33
101517075699017406,792,33
6252353018384710,792,33
2473973587916096,792,33
17540267198988811,792,33
20996964405711983,792,33
11443623844536983,792,33
16809137643853569,792,33
157736712288619656,792,33
6297021125132301,792,33
21822480212032360,792,33
89460744140619736,792,33
9873602276368763,792,33
187579676250788982,792,33
155428151109016937,792,33
33659665136850709,792,33
20328445753581961,792,33
7298904429471644,792,33
17144765910043866,792,33
107713872705554702,792,33
121339966163454180,792,33
113298591605011847,792,33
4403553998714444,792,33
32063001131478376,792,33
3321375548303804,792,33
492351083910103523,792,33
103494358779699489,792,33
12669205284343890,792,33
27176405793400058,792,33
102760694842822185,792,33
13008303780740190,792,33
34362021375475732,792,33
95391259219125784,792,33
53548960890115001,792,33
38295679309078648,792,33
31167263877236830,792,33
31300800288033744,792,33
10959091469112288,792,33
75667206157907913,792,33
109346309177819317,792,33
116209481950407681,792,33
187912959099686745,792,33
107647632240439378,792,33
53066807036021059,792,33
3057461390026353,792,33
8631627022477726,792,33
33929116013487507,792,33
10234456454368826,792,33
335895597916084744,792,33
205462213569365612,792,33
9459282239884210,792,33
126878460824558645,792,33
1556797437053226,792,33
22281712726054709,792,33
81219052094195182,792,33
371788811916951364,792,33
181433425113273629,792,33
78782571755968139,792,33
223324696490522954,792,33
8235935797435909,792,33
358745176889116866,792,33
14000571163545684,792,33
43324538901231143,792,33
2095424516298500,792,33
82613316432911029,792,33
